=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.06.08 14:01:25 =~=~=~=~=~=~=~=~=~=~=~=
0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.80,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.75,1.13,9.76,0.00,0.00,0.00,
-0.75,1.13,9.76,0.00,0.00,0.00,
-0.75,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.75,1.13,9.76,0.00,0.00,0.00,
-0.75,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.80,0.00,0.00,0.00,
-0.79,1.16,9.80,0.00,0.00,0.00,
-0.79,1.13,9.80,0.00,0.00,0.00,
-0.79,1.13,9.80,0.00,0.00,0.00,
-0.75,1.13,9.76,0.00,0.00,0.00,
-0.75,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.75,1.16,9.76,0.00,0.00,0.00,
-0.75,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.75,1.16,9.76,0.00,0.00,0.00,
-0.75,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.80,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.80,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.80,0.00,0.00,0.00,
-0.79,1.16,9.80,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.13,9.76,0.00,0.00,0.00,
-0.79,1.16,9.76,0.00,0.00,0.00,
-0.79,1.16,9.73,0.00,0.00,0.00,
-0.79,1.16,9.73,0.00,0.00,0.00,
